id	filename	md5	size	state
456bc30b-59f8-4427-b798-5b113ca635a0	653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.augmented_star_gene_counts.tsv	83584bcd645ae56b666fafb2cd8c2deb	4242870	released
c6a4afd8-8044-475f-b4fd-a1b4cb922976	58bcabc9-6f6b-43c0-bf40-fa9396c6c9d7.rna_seq.augmented_star_gene_counts.tsv	a2fe2c45fccabd23f8c860c4fc8701b3	4216938	released
18b0bd2d-505f-4ecb-9bea-b52e6a74cebd	678aa892-0631-47cc-b19e-cdcef42cecb3.rna_seq.augmented_star_gene_counts.tsv	3cd4f631b375790b3dc75b3037e372d3	4241734	released
75182885-7501-49b1-bb0d-8a88da1080a3	0965a7ff-1a9f-4cc6-a822-970390b2de58.rna_seq.augmented_star_gene_counts.tsv	59df9be9f00b5d6de76aa042f856684a	4245349	released
52151eca-7819-496e-bf31-4875b68d429d	34478743-530d-4d71-a124-90ad54ded5c1.rna_seq.augmented_star_gene_counts.tsv	1a84f1a5617efd6f294af14e5fd515fe	4245902	released
d7a48283-c113-4745-be6b-553966e6b457	151af32a-7367-4e35-a575-f6da31aa256a.rna_seq.augmented_star_gene_counts.tsv	bb050246daeed8011f21b4654df16612	4229929	released
2bf56d2d-8c5e-4579-847b-03fd0ba46143	fb3713b9-fad5-4d66-b419-8f53530b14cd.rna_seq.augmented_star_gene_counts.tsv	4683e7678af75fd1ded802db37bc1653	4255541	released
eddb2dc6-2b72-43a8-a7fc-3dd09dde68af	316d8a79-9084-4355-9de7-e29503bf0864.rna_seq.augmented_star_gene_counts.tsv	2262a72d5484ad94c64449320a0812a5	4241720	released
699e47b8-5396-43eb-927d-8d05b0e79644	1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.augmented_star_gene_counts.tsv	b30e639b9179e17b16a7dd4cec129b0a	4251484	released
e84b9f1a-0def-425b-86c1-c143b27509b5	4497500a-5721-4d7a-8ed9-1ba7b42fb6ab.rna_seq.augmented_star_gene_counts.tsv	a994157abf6f5cd076d1c50850a911a6	4259956	released
c440cfb1-33ec-4be4-a4a4-4aea9a66d021	484b85c7-1102-4d34-89b8-8ce458b55d2b.rna_seq.augmented_star_gene_counts.tsv	1086d9b5a4dbb8ed5c54a945c5196e8f	4228325	released
bd239a8e-56e2-45ca-bc44-bff98b72c1d6	d28a7c02-2f33-46e2-bff9-5ed518ea6fb6.rna_seq.augmented_star_gene_counts.tsv	29dd21ad6b69b899dbc5d44104a2d695	4256261	released
b9eb33d4-1017-42cf-b72c-f917de5425e7	8fe92722-33b4-421a-9229-7d82e8af0ce2.rna_seq.augmented_star_gene_counts.tsv	be4891d1f4f26e9fbae2c3316453828a	4233653	released
ddb8fb65-cf53-41a0-8acd-a538a8754fa5	69ef0b4d-aa36-46a4-9c7f-96711a51e461.rna_seq.augmented_star_gene_counts.tsv	f2d02e47bb719554b2cc1307378b361f	4246097	released
8b000fae-e6de-4038-8486-45316cae622d	7be7033e-db49-45cd-8ea5-827266707b1e.rna_seq.augmented_star_gene_counts.tsv	1d21804923768d0d53eea40edd857afc	4239332	released
8ebe0bf6-11fa-418d-918c-5c73f0e7e9ac	466a4121-0583-47ee-9d54-1f1c2d47e381.rna_seq.augmented_star_gene_counts.tsv	35a81c74d92ac7e70710345489e2b27b	4265890	released
dafb2454-1ea7-4cb6-8b3b-2b5b6f19aa89	75525261-bd54-4e19-9f86-ab7b9cea3388.rna_seq.augmented_star_gene_counts.tsv	25648d244dceaed8fdc146392b161616	4236652	released
248ac510-a5af-4608-9cdc-5c8673633b82	d23ff3bc-5524-4dca-b0f4-a1561a30566c.rna_seq.augmented_star_gene_counts.tsv	2487dc1a9a8b96ed72817a7fba2dac8e	4234609	released
63adf5e2-d5cb-4937-a0ee-f2914e130b25	86931155-2879-41e4-8fa2-1f24826d8768.rna_seq.augmented_star_gene_counts.tsv	337f5f52c8e3820ee20b0fa1d1eabfce	4251036	released
a930c017-565f-49ad-893a-37cc394c269d	cc502455-f72f-491d-9486-a344e169dcfc.rna_seq.augmented_star_gene_counts.tsv	d9fa1a48770bb07ca90a7aa71b2d28af	4244144	released
165fe176-2dea-489f-92d6-34b0c6848312	16e1fcb7-863d-40c1-b2d6-365d519148f6.rna_seq.augmented_star_gene_counts.tsv	3bdc864b41972adadec334f5fb637ed1	4243558	released
1479c033-ebe7-423d-8460-bbe84fd5ffb6	967fde0b-9c38-4c69-97f2-9640ebe1dc9a.rna_seq.augmented_star_gene_counts.tsv	086ffa491885cf44784476ba9ac8278c	4257770	released
958813f4-8036-42f7-856d-7a69c4175adc	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.rna_seq.augmented_star_gene_counts.tsv	0035fb5b56a204c5c0606b98b277344b	4237719	released
f11c5295-697a-46f7-91fe-b760dc9f1029	e619b307-4391-48ab-9282-7f22b14f5afe.rna_seq.augmented_star_gene_counts.tsv	1677395ae138303a0c01a698c6f8a6e6	4243588	released
